"","road","par17nm","ave"
"3318","Whitmuir ROad","Tremorfa",0.0926581481481482
"3319","Whittle Road","Canton",0.0529323076923077
"3320","Whitworth Square","Whitchurch",0.192330555555556
"3321","Wicken Close","Trowbridge",0.205572142857143
"3322","Wicklow Close","Pontprennau",0.131766
"3323","Widecombe Drive","Llanrumney",0.0744373913043478
"3324","Wigmore Close","Thornhill",0.0985725
"3325","Wild Gardens Road","Cyncoed",0.765479166666667
"3326","Wilkinson Close","Splott",0.06298
"3327","William Belcher Drive","Trowbridge",0.143286153846154
"3328","William Nicholls Drive","Old St. Mellons",0.211564444444444
"3329","William Street","Pontcanna",0.00626375
"3330","Williton Road","Llanrumney",0.0766815217391304
"3331","Willow Court","Roath",0.03515
"3332","Willow Grove","Trowbridge",0.171471
"3333","Willow Tree Close","Radyr and Morganstown",0.329156666666667
"3334","Willowbrook Drive","Trowbridge",0.278724657210402
"3335","Willowbrook Gardens","Trowbridge",0.114379722222222
"3336","Willowdale Close","Fairwater",0.138986666666667
"3337","Willowdale Road","Fairwater",0.203113095238095
"3338","Willowdene Way","Trowbridge",0.365197804878049
"3339","Willowherb Close","Trowbridge",0.20177
"3340","Willows Avenue","Tremorfa",0.0818557142857143
"3341","Wilson Place","Ely",0.172136842105263
"3342","Wilson Road","Ely",0.0883389361702128
"3343","Wilson Street","Splott",0.0103726666666667
"3344","Winchester Avenue","Penylan",0.223675
"3345","Windermere Avenue","Cyncoed",0.18708320754717
"3346","Windflower Close","Trowbridge",0.055742
"3347","Windhover Close","Trowbridge",0.178105555555556
"3348","Windlass Court","Butetown",0.223767083333333
"3349","Windmill Close","Thornhill",0.157965
"3350","Windsor Avenue","Radyr and Morganstown",0.228585333333333
"3351","Windsor Close","Radyr and Morganstown",0.280775
"3352","Windsor Crescent","Radyr and Morganstown",0.1650176
"3353","Windsor Esplanade","Butetown",0.089455
"3354","Windsor Green","Ely",0.256803548387097
"3355","Windsor Grove","Radyr and Morganstown",0.565171428571429
"3356","Windsor Lane","Castle",0.140821428571429
"3357","Windsor Place","Castle",0.088344375
"3358","Windsor Road","Adamsdown",0.139178125
"3359","Windsor Road","Butetown",0.01988
"3360","Windsor Road","Radyr and Morganstown",0.252301428571429
"3361","Windsor Road","Splott",0.17417875
"3362","Windsor Terrace","Butetown",0.245425
"3363","Windway Avenue","Canton",0.101985
"3364","Windway Road","Canton",0.0596430612244898
"3365","Wingate Drive","Llanishen",0.257774166666667
"3366","Wingfield Road","Whitchurch",0.460708181818182
"3367","Winnipeg Drive","Cyncoed",0.314897884615385
"3368","Winston Avenue","Wenvoe",0.00012
"3369","Wisley Place","Pontprennau",0.05095
"3370","Withycombe Road","Llanrumney",0.111772380952381
"3371","Witla Court Road","Rumney",0.287664528301887
"3372","Wolfs Castle Avenue","Llanishen",0.231608648648649
"3373","Wood Close","Lisvane",0.24049
"3374","Wood Street","Castle",0.00983777777777778
"3375","Wood Street","Riverside",0.0349075
"3376","Woodcock Street","Roath",0.077784
"3377","Woodfield Avenue","Radyr and Morganstown",0.3129865
"3378","Woodford Close","Fairwater",0.135847
"3379","Woodland Crescent","Cyncoed",0.245291818181818
"3380","Woodland Place","Roath",0.183065
"3381","Woodland Road","Whitchurch",0.145768571428571
"3382","Woodlands Park Drive","Caerau",0.440484615384615
"3383","Woodlawn Way","Thornhill",0.184826666666667
"3384","Woodruff Way","Thornhill",0.145603888888889
"3385","Woodside Court","Llanishen",0.344472857142857
"3386","Woodsy Close","Pontprennau",0.2002175
"3387","Woodvale Avenue","Cyncoed",0.271602352941176
"3388","Woodville Road","Cathays",0.0247807228915663
"3389","Woolacombe Avenue","Llanrumney",0.105959230769231
"3390","Woolaston Avenue","Cyncoed",0.209031
"3391","Woolmer Close","Llandaff",0.11243
"3392","Woosnam Close","Penylan",0.270108888888889
"3393","Worcester Street","Grangetown",0.01975
"3394","Wordsworth Avenue","Adamsdown",0.0723
"3395","Wordsworth Avenue","Roath",0.285297777777778
"3396","Worle Avenue","Llanrumney",0.089577
"3397","Worle Place","Llanrumney",0.0611927272727273
"3398","Worrells Place","Caerau",0.152814545454545
"3399","Wren Close","Trowbridge",0.0352285714285714
"3400","Wrexham Court","Trowbridge",0.122488333333333
"3401","Wroughton Place","Fairwater",0.190815740740741
"3402","Wyeverne Road","Cathays",0.00653542857142857
"3403","Wyfan Place","Gabalfa",0.410296666666667
"3404","Wyncliffe Gardens","Pentwyn",0.048629465648855
"3405","Wyncliffe Road","Pentwyn",0.215471351351351
"3406","Wyndham Crescent","Pontcanna",0.0485768181818182
"3407","Wyndham Crescent","Riverside",0.0276211111111111
"3408","Wyndham Place","Riverside",0.0475818421052632
"3409","Wyndham Road","Pontcanna",0.0224939473684211
"3410","Wyndham Street","Riverside",0.0546938709677419
"3411","Wyndham Terrace","Llanishen",0.27630375
"3412","Wynnstay Close","Grangetown",0.0676575
"3413","Wyon Close","Llandaff",0.09528125
"3414","Y Goedwig","Rhiwbina",0.3021575
"3415","Y Groes","Rhiwbina",0.252802962962963
"3416","Yarrow Close","St. Fagans",0.162193
"3417","Yew Tree Close","Fairwater",0.138991578947368
"3418","Yew Tree Court","Penylan",0.364311111111111
"3419","Ynys y Coed","Llandaff",0.26582875
"3420","Yorath Road","Whitchurch",0.0705889189189189
"3421","York Place","Grangetown",0.0671038461538462
"3422","York Street","Canton",0.0194737037037037
"3423","Youghal Close","Pontprennau",0.145533333333333
"3424","Ystrad Close","Trowbridge",0.00991166666666667
"3425","Ystrad Street","Grangetown",0.217727272727273
"3426","Zinc Street","Adamsdown",0.0549338461538462
